"테이블명","테이블ID","컬럼명","컬럼ID","데이터타입","PK","FK","NULL"
"일자리통계자료정제","SRV_DT_KOSIS_DATA_REFINE","분류3명","C3_NM","VARCHAR2(200)","&nbsp;","&nbsp;","&nbsp;"
"일자리통계자료정제","SRV_DT_KOSIS_DATA_REFINE","분류3명영문","C3_NM_ENG","VARCHAR2(300)","&nbsp;","&nbsp;","&nbsp;"
"일자리통계자료정제","SRV_DT_KOSIS_DATA_REFINE","분류값3명","C3_OBJ_NM","VARCHAR2(200)","&nbsp;","&nbsp;","&nbsp;"
"일자리통계자료정제","SRV_DT_KOSIS_DATA_REFINE","분류값3명영문","C3_OBJ_NM_ENG","VARCHAR2(300)","&nbsp;","&nbsp;","&nbsp;"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","아이템식별자","ITM_ID","VARCHAR2(50)","PK","PK","NOT NULL"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","조직식별자","ORG_ID","VARCHAR2(5)","PK","PK","NOT NULL"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","테이블식별자","TBL_ID","VARCHAR2(50)","PK","PK","NOT NULL"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","값데이터","DT","VARCHAR2(30)","PK","PK","NOT NULL"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","연계ID","LINK_ID","VARCHAR2(10)","PK","PK","NOT NULL"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","수록시점","PRD_DE","VARCHAR2(20)","PK","PK","NOT NULL"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","분류1","C1","VARCHAR2(50)","PK","PK","NOT NULL"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","생성일자","CREATE_DT","CHAR(8)","PK","PK","NOT NULL"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","수록주기","PRD_SE","VARCHAR2(20)","&nbsp;","&nbsp;","&nbsp;"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","아이템명칭","ITM_NM","VARCHAR2(200)","&nbsp;","&nbsp;","&nbsp;"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","아이템명칭영어","ITM_NM_ENG","VARCHAR2(300)","&nbsp;","&nbsp;","&nbsp;"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","테이블명칭","TBL_NM","VARCHAR2(300)","&nbsp;","&nbsp;","&nbsp;"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","단위명","UNIT_NM","VARCHAR2(50)","&nbsp;","&nbsp;","&nbsp;"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","단위명영문","UNIT_NM_ENG","VARCHAR2(200)","&nbsp;","&nbsp;","&nbsp;"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","분류1명","C1_NM","VARCHAR2(200)","&nbsp;","&nbsp;","&nbsp;"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","분류1명영문","C1_NM_ENG","VARCHAR2(300)","&nbsp;","&nbsp;","&nbsp;"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","분류값1명","C1_OBJ_NM","VARCHAR2(200)","&nbsp;","&nbsp;","&nbsp;"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","분류값1명영문","C1_OBJ_NM_ENG","VARCHAR2(300)","&nbsp;","&nbsp;","&nbsp;"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","분류2","C2","VARCHAR2(50)","&nbsp;","&nbsp;","&nbsp;"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","분류2명","C2_NM","VARCHAR2(200)","&nbsp;","&nbsp;","&nbsp;"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","분류2명영문","C2_NM_ENG","VARCHAR2(300)","&nbsp;","&nbsp;","&nbsp;"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","분류값2명","C2_OBJ_NM","VARCHAR2(200)","&nbsp;","&nbsp;","&nbsp;"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","분류값2명영문","C2_OBJ_NM_ENG","VARCHAR2(300)","&nbsp;","&nbsp;","&nbsp;"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","분류3","C3","VARCHAR2(50)","&nbsp;","&nbsp;","&nbsp;"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","분류3명","C3_NM","VARCHAR2(200)","&nbsp;","&nbsp;","&nbsp;"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","분류3명영문","C3_NM_ENG","VARCHAR2(300)","&nbsp;","&nbsp;","&nbsp;"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","분류값3명","C3_OBJ_NM","VARCHAR2(200)","&nbsp;","&nbsp;","&nbsp;"
"일자리통계자료원시","SRV_DT_KOSIS_DATA_RAW","분류값3명영문","C3_OBJ_NM_ENG","VARCHAR2(300)","&nbsp;","&nbsp;","&nbsp;"
